Time (h), Inlet temperature (degC)
2786,12.647
2787,12.648
2788,12.649
2789,12.65
2790,12.652
2791,12.653
2792,12.654
2793,12.655
2794,12.656
2795,12.657
2796,12.658
2797,12.659
2798,12.66
2799,12.661
2800,12.662
2801,12.663
2802,12.664
2803,12.665
2804,12.666
2805,12.667
2806,12.668
2807,12.669
2808,12.67
2809,12.671
2810,12.672
2811,12.673
2812,12.674
2813,12.675
2814,12.676
2815,12.677
2816,12.678
2817,12.679
2818,12.68
2819,12.681
2820,12.682
2821,12.683
2822,12.684
2823,12.685
2824,12.686
2825,12.687
2826,12.688
2827,12.689
2828,12.69
2829,12.691
2830,12.692
2831,12.693
2832,12.694
2833,12.695
2834,12.696
2835,12.697
2836,12.698
2837,12.699
2838,12.7
2839,12.701
2840,12.702
2841,12.703
2842,12.704
2843,12.705
2844,12.706
2845,12.707
2846,12.708
2847,12.709
2848,12.71
2849,12.711
2850,12.712
2851,12.713
2852,12.714
2853,12.715
2854,12.716
2855,12.717
2856,12.718
2857,12.719
2858,12.72
2859,12.721
2860,12.722
2861,12.723
2862,12.724
2863,12.725
2864,12.726
2865,12.727
2866,12.728
2867,12.729
2868,12.73
2869,12.731
2870,12.732
2871,12.733
2872,12.734
2873,12.735
2874,12.736
2875,12.737
2876,12.738
2877,12.739
2878,12.74
2879,12.741
2880,12.742
2881,12.745
2882,12.75
2883,12.754
2884,12.758
2885,12.762
2886,12.767
2887,12.771
2888,12.775
2889,12.779
2890,12.784
2891,12.788
2892,12.792
2893,12.796
2894,12.801
2895,12.805
2896,12.809
2897,12.814
2898,12.818
2899,12.822
2900,12.826
2901,12.831
2902,12.835
2903,12.839
2904,12.843
2905,12.848
2906,12.852
2907,12.856
2908,12.861
2909,12.865
2910,12.869
2911,12.873
2912,12.878
2913,12.882
2914,12.886
2915,12.89
2916,12.895
2917,12.899
2918,12.903
2919,12.907
2920,12.912
2921,12.916
2922,12.92
2923,12.925
2924,12.929
2925,12.933
2926,12.937
2927,12.942
2928,12.946
2929,12.95
2930,12.954
2931,12.959
2932,12.963
2933,12.967
2934,12.971
2935,12.976
2936,12.98
2937,12.984
2938,12.989
2939,12.993
2940,12.997
2941,13.001
2942,13.006
2943,13.01
2944,13.014
2945,13.018
2946,13.023
2947,13.027
2948,13.031
2949,13.035
2950,13.04
2951,13.044
2952,13.048
2953,13.053
2954,13.057
2955,13.061
2956,13.065
2957,13.07
2958,13.074
2959,13.078
2960,13.082
2961,13.087
2962,13.091
2963,13.095
2964,13.099
2965,13.104
2966,13.108
2967,13.112
2968,13.117
2969,13.121
2970,13.125
2971,13.129
2972,13.134
2973,13.138
2974,13.142
2975,13.146
2976,13.151
2977,13.155
2978,13.159
2979,13.163
2980,13.168
2981,13.172
2982,13.176
2983,13.181
2984,13.185
2985,13.189
2986,13.193
2987,13.198
2988,13.202
2989,13.206
2990,13.21
2991,13.215
2992,13.219
2993,13.223
2994,13.228
2995,13.232
2996,13.236
2997,13.24
2998,13.245
2999,13.249
3000,13.253
3001,13.257
3002,13.262
3003,13.266
3004,13.27
3005,13.274
3006,13.279
3007,13.283
3008,13.287
3009,13.292
3010,13.296
3011,13.3
3012,13.304
3013,13.309
3014,13.313
3015,13.317
3016,13.321
3017,13.326
3018,13.33
3019,13.334
3020,13.338
3021,13.343
3022,13.347
3023,13.351
3024,13.356
3025,13.36
3026,13.364
3027,13.368
3028,13.373
3029,13.377
3030,13.381
3031,13.385
3032,13.39
3033,13.394
3034,13.398
3035,13.402
3036,13.407
3037,13.411
3038,13.415
3039,13.42
3040,13.424
3041,13.428
3042,13.432
3043,13.437
3044,13.441
3045,13.445
3046,13.449
3047,13.454
3048,13.458
3049,13.462
3050,13.466
3051,13.471
3052,13.475
3053,13.479
3054,13.484
3055,13.488
3056,13.492
3057,13.496
3058,13.501
3059,13.505
3060,13.509
3061,13.513
3062,13.518
3063,13.522
3064,13.526
3065,13.53
3066,13.535
3067,13.539
3068,13.543
3069,13.548
3070,13.552
3071,13.556
3072,13.56
3073,13.565
3074,13.569
3075,13.573
3076,13.577
3077,13.582
3078,13.586
3079,13.59
3080,13.594
3081,13.599
3082,13.603
3083,13.607
3084,13.612
3085,13.616
3086,13.62
3087,13.624
3088,13.629
3089,13.633
3090,13.637
3091,13.641
3092,13.646
3093,13.65
3094,13.654
3095,13.659
3096,13.663
3097,13.667
3098,13.671
3099,13.676
3100,13.68
3101,13.684
3102,13.688
3103,13.693
3104,13.697
3105,13.701
3106,13.705
3107,13.71
3108,13.714
3109,13.718
3110,13.723
3111,13.727
3112,13.731
3113,13.735
3114,13.74
3115,13.744
3116,13.748
3117,13.752
3118,13.757
3119,13.761
3120,13.765
3121,13.769
3122,13.774
3123,13.778
3124,13.782
3125,13.787
3126,13.791
3127,13.795
3128,13.799
3129,13.804
3130,13.808
3131,13.812
3132,13.816
3133,13.821
3134,13.825
3135,13.829
3136,13.833
3137,13.838
3138,13.842
3139,13.846
3140,13.851
3141,13.855
3142,13.859
3143,13.863
3144,13.868
3145,13.872
3146,13.876
3147,13.88
3148,13.885
3149,13.889
3150,13.893
3151,13.897
3152,13.902
3153,13.906
3154,13.91
3155,13.915
3156,13.919
3157,13.923
3158,13.927
3159,13.932
3160,13.936
3161,13.94
3162,13.944
3163,13.949
3164,13.953
3165,13.957
3166,13.961
3167,13.966
3168,13.97
3169,13.974
3170,13.979
3171,13.983
3172,13.987
3173,13.991
3174,13.996
3175,14
3176,14.004
3177,14.008
3178,14.013
3179,14.017
3180,14.021
3181,14.026
3182,14.03
3183,14.034
3184,14.038
3185,14.043
3186,14.047
3187,14.051
3188,14.055
3189,14.06
3190,14.064
3191,14.068
3192,14.072
3193,14.077
3194,14.081
3195,14.085
3196,14.09
3197,14.094
3198,14.098
3199,14.102
3200,14.107
3201,14.111
3202,14.115
3203,14.119
3204,14.124
3205,14.128
3206,14.132
3207,14.136
3208,14.141
3209,14.145
3210,14.149
3211,14.154
3212,14.158
3213,14.162
3214,14.166
3215,14.171
3216,14.175
3217,14.179
3218,14.183
3219,14.188
3220,14.192
3221,14.196
3222,14.2
3223,14.205
3224,14.209
3225,14.213
3226,14.218
3227,14.222
3228,14.226
3229,14.23
3230,14.235
3231,14.239
3232,14.243
3233,14.247
3234,14.252
3235,14.256
3236,14.26
3237,14.264
3238,14.269
3239,14.273
3240,14.277
3241,14.282
3242,14.286
3243,14.29
3244,14.294
3245,14.299
3246,14.303
3247,14.307
3248,14.311
3249,14.316
3250,14.32
3251,14.317
3252,14.314
3253,14.311
3254,14.308
3255,14.305
3256,14.302
3257,14.299
3258,14.296
3259,14.293
3260,14.29
3261,14.287
3262,14.284
3263,14.28
3264,14.277
3265,14.274
3266,14.271
3267,14.268
3268,14.265
3269,14.262
3270,14.259
3271,14.256
3272,14.253
3273,14.25
3274,14.247
3275,14.244
3276,14.24
3277,14.237
3278,14.234
3279,14.231
3280,14.228
3281,14.225
3282,14.222
3283,14.219
3284,14.216
3285,14.213
3286,14.21
3287,14.207
3288,14.204
3289,14.2
3290,14.197
3291,14.194
3292,14.191
3293,14.188
3294,14.185
3295,14.182
3296,14.179
3297,14.176
3298,14.173
3299,14.17
3300,14.167
3301,14.164
3302,14.16
3303,14.157
3304,14.154
3305,14.151
3306,14.148
3307,14.145
3308,14.142
3309,14.139
3310,14.136
3311,14.133
3312,14.13
3313,14.127
3314,14.124
3315,14.12
3316,14.117
3317,14.114
3318,14.111
3319,14.108
3320,14.105
3321,14.102
3322,14.099
3323,14.096
3324,14.093
3325,14.09
3326,14.087
3327,14.083
3328,14.08
3329,14.077
3330,14.074
3331,14.071
3332,14.068
3333,14.065
3334,14.062
3335,14.059
3336,14.056
3337,14.053
3338,14.05
3339,14.047
3340,14.043
3341,14.04
3342,14.037
3343,14.034
3344,14.031
3345,14.028
3346,14.025
3347,14.022
3348,14.019
3349,14.016
3350,14.013
3351,14.01
3352,14.007
3353,14.003
3354,14
3355,13.997
3356,13.994
3357,13.991
3358,13.988
3359,13.985
3360,13.982
3361,13.979
3362,13.976
3363,13.973
3364,13.97
3365,13.967
3366,13.963
3367,13.96
3368,13.957
3369,13.954
3370,13.951
3371,13.948
3372,13.945
3373,13.942
3374,13.939
3375,13.936
3376,13.933
3377,13.93
3378,13.927
3379,13.923
3380,13.92
3381,13.917
3382,13.914
3383,13.911
3384,13.908
3385,13.905
3386,13.902
3387,13.899
3388,13.896
3389,13.893
3390,13.89
3391,13.887
3392,13.883
3393,13.88
3394,13.877
3395,13.874
3396,13.871
3397,13.868
3398,13.865
3399,13.862
3400,13.859
3401,13.856
3402,13.853
3403,13.85
3404,13.847
3405,13.843
3406,13.84
3407,13.837
3408,13.834
3409,13.831
3410,13.828
3411,13.825
3412,13.822
3413,13.819
3414,13.816
3415,13.813
3416,13.81
3417,13.807
3418,13.803
3419,13.8
3420,13.797
3421,13.794
3422,13.791
3423,13.788
3424,13.785
3425,13.782
3426,13.779
3427,13.776
3428,13.773
3429,13.77
3430,13.767
3431,13.763
3432,13.76
3433,13.757
3434,13.754
3435,13.751
3436,13.748
3437,13.745
3438,13.742
3439,13.739
3440,13.736
3441,13.733
3442,13.73
3443,13.727
3444,13.723
3445,13.72
3446,13.717
3447,13.714
3448,13.711
3449,13.708
3450,13.705
3451,13.702
3452,13.699
3453,13.696
3454,13.693
3455,13.69
3456,13.687
3457,13.683
3458,13.68
3459,13.677
3460,13.674
3461,13.671
3462,13.668
3463,13.665
3464,13.662
3465,13.659
3466,13.656
3467,13.653
3468,13.65
3469,13.647
3470,13.643
3471,13.64
3472,13.637
3473,13.634
3474,13.631
3475,13.628
3476,13.625
3477,13.622
3478,13.619
3479,13.616
3480,13.613
3481,13.61
3482,13.607
3483,13.603
3484,13.6
3485,13.597
3486,13.594
3487,13.591
3488,13.588
3489,13.585
3490,13.582
3491,13.579
3492,13.576
3493,13.573
3494,13.57
3495,13.567
3496,13.563
3497,13.56
3498,13.557
3499,13.554
3500,13.551
3501,13.548
3502,13.545
3503,13.542
3504,13.539
3505,13.536
3506,13.533
3507,13.53
3508,13.527
3509,13.523
3510,13.52
3511,13.517
3512,13.514
3513,13.511
3514,13.508
3515,13.505
3516,13.502
3517,13.499
3518,13.496
3519,13.493
3520,13.49
3521,13.487
3522,13.483
3523,13.48
3524,13.477
3525,13.474
3526,13.471
3527,13.468
3528,13.465
3529,13.462
3530,13.459
3531,13.456
3532,13.453
3533,13.45
3534,13.447
3535,13.443
3536,13.44
3537,13.437
3538,13.434
3539,13.431
3540,13.428
3541,13.425
3542,13.422
3543,13.419
3544,13.416
3545,13.413
3546,13.41
3547,13.407
3548,13.403
3549,13.4
3550,13.397
3551,13.394
3552,13.391
3553,13.388
3554,13.385
3555,13.382
3556,13.379
3557,13.376
3558,13.373
3559,13.37
3560,13.366
3561,13.363
3562,13.36
3563,13.357
3564,13.354
3565,13.351
3566,13.348
3567,13.345
3568,13.342
3569,13.339
3570,13.336
3571,13.333
3572,13.33
3573,13.326
3574,13.323
3575,13.32
3576,13.317
3577,13.314
3578,13.311
3579,13.308
3580,13.305
3581,13.302
3582,13.299
3583,13.296
3584,13.293
3585,13.29
3586,13.286
3587,13.283
3588,13.28
3589,13.277
3590,13.274
3591,13.271
3592,13.268
3593,13.265
3594,13.262
3595,13.259
3596,13.256
3597,13.253
3598,13.25
3599,13.246
3600,13.243
3601,13.24
3602,13.237
3603,13.234
3604,13.231
3605,13.228
3606,13.225
3607,13.222
3608,13.219
3609,13.216
3610,13.213
3611,13.21
3612,13.206
3613,13.203
3614,13.2
3615,13.197
3616,13.194
3617,13.191
3618,13.188
3619,13.185
3620,13.182
3621,13.179
3622,13.176
3623,13.173
3624,13.17
3625,13.166
3626,13.163
3627,13.16
3628,13.157
3629,13.154
3630,13.151
3631,13.148
3632,13.145
3633,13.142
3634,13.139
3635,13.136
3636,13.133
3637,13.13
3638,13.126
3639,13.123
3640,13.12
3641,13.117
3642,13.114
3643,13.111
3644,13.108
3645,13.105
3646,13.102
3647,13.099
3648,13.096
3649,13.093
3650,13.09
3651,13.086
3652,13.083
3653,13.08
3654,13.077
3655,13.074
3656,13.071
3657,13.068
3658,13.065
3659,13.062
3660,13.059
3661,13.056
3662,13.053
3663,13.05
3664,13.046
3665,13.049
3666,13.053
3667,13.056
3668,13.059
3669,13.063
3670,13.066
3671,13.07
3672,13.073
3673,13.076
3674,13.08
3675,13.083
3676,13.086
3677,13.09
3678,13.093
3679,13.096
3680,13.1
3681,13.103
3682,13.106
3683,13.11
3684,13.113
3685,13.117
3686,13.12
3687,13.123
3688,13.127
3689,13.13
3690,13.133
3691,13.137
3692,13.14
3693,13.143
3694,13.147
3695,13.15
3696,13.153
3697,13.157
3698,13.16
3699,13.164
3700,13.167
3701,13.17
3702,13.174
3703,13.177
3704,13.18
3705,13.184
3706,13.187
3707,13.19
3708,13.194
3709,13.197
3710,13.201
3711,13.204
3712,13.207
3713,13.211
3714,13.214
3715,13.217
3716,13.221
3717,13.224
3718,13.227
3719,13.231
3720,13.234
3721,13.237
3722,13.241
3723,13.244
3724,13.248
3725,13.251
3726,13.254
3727,13.258
3728,13.261
3729,13.264
3730,13.268
3731,13.271
3732,13.274
3733,13.278
3734,13.281
3735,13.284
3736,13.288
3737,13.291
3738,13.295
3739,13.298
3740,13.301
3741,13.305
3742,13.308
3743,13.311
3744,13.315
3745,13.318
3746,13.321
3747,13.325
3748,13.328
3749,13.331
3750,13.335
3751,13.338
3752,13.342
3753,13.345
3754,13.348
3755,13.352
3756,13.355
3757,13.358
3758,13.362
3759,13.365
3760,13.368
3761,13.372
3762,13.375
3763,13.378
3764,13.382
3765,13.385
3766,13.389
3767,13.392
3768,13.395
3769,13.399
3770,13.402
3771,13.405
3772,13.409
3773,13.412
3774,13.415
3775,13.419
3776,13.422
3777,13.426
3778,13.429
3779,13.432
3780,13.436
3781,13.439
3782,13.442
3783,13.446
3784,13.449
3785,13.452
3786,13.456
3787,13.459
3788,13.462
3789,13.466
3790,13.469
3791,13.473
3792,13.476
3793,13.479
3794,13.483
3795,13.486
3796,13.489
3797,13.493
3798,13.496
3799,13.499
3800,13.503
3801,13.506
3802,13.509
3803,13.513
3804,13.516
3805,13.52
3806,13.523
3807,13.526
3808,13.53
3809,13.533
3810,13.536
3811,13.54
3812,13.543
3813,13.546
3814,13.55
3815,13.553
3816,13.556
3817,13.56
3818,13.563
3819,13.567
3820,13.57
3821,13.573
3822,13.577
3823,13.58
3824,13.583
3825,13.587
3826,13.59
3827,13.593
3828,13.597
3829,13.6
3830,13.603
3831,13.607
3832,13.61
3833,13.614
3834,13.617
3835,13.62
3836,13.624
3837,13.627
3838,13.63
3839,13.634
3840,13.637
3841,13.64
3842,13.644
3843,13.647
3844,13.65
3845,13.654
3846,13.657
3847,13.661
3848,13.664
3849,13.667
3850,13.671
3851,13.674
3852,13.677
3853,13.681
3854,13.684
3855,13.687
3856,13.691
3857,13.694
3858,13.698
3859,13.701
3860,13.704
3861,13.708
3862,13.711
3863,13.714
3864,13.718
3865,13.721
3866,13.724
3867,13.728
3868,13.731
3869,13.734
3870,13.738
3871,13.741
3872,13.745
3873,13.748
3874,13.751
3875,13.755
3876,13.758
3877,13.761
3878,13.765
3879,13.768
3880,13.771
3881,13.775
3882,13.778
3883,13.781
3884,13.785
3885,13.788
3886,13.792
3887,13.795
3888,13.798
3889,13.802
3890,13.805
3891,13.808
3892,13.812
3893,13.815
3894,13.818
3895,13.822
3896,13.825
3897,13.828
3898,13.832
3899,13.835
3900,13.839
3901,13.842
3902,13.845
3903,13.849
3904,13.852
3905,13.855
3906,13.859
3907,13.862
3908,13.865
3909,13.869
3910,13.872
3911,13.875
3912,13.879
3913,13.882
3914,13.886
3915,13.889
3916,13.892
3917,13.896
3918,13.899
3919,13.902
3920,13.906
3921,13.909
3922,13.912
3923,13.916
3924,13.919
3925,13.922
3926,13.926
3927,13.929
3928,13.933
3929,13.936
3930,13.939
3931,13.943
3932,13.946
3933,13.949
3934,13.953
3935,13.956
3936,13.959
3937,13.963
3938,13.966
3939,13.97
3940,13.973
3941,13.976
3942,13.98
3943,13.983
3944,13.986
3945,13.99
3946,13.993
3947,13.996
3948,14
3949,14.003
3950,14.006
3951,14.01
3952,14.013
3953,14.017
3954,14.02
3955,14.023
3956,14.027
3957,14.03
3958,14.033
3959,14.037
3960,14.04
3961,14.043
3962,14.047
3963,14.05
3964,14.053
3965,14.057
3966,14.06
3967,14.064
3968,14.067
3969,14.07
3970,14.074
3971,14.077
3972,14.08
3973,14.084
3974,14.087
3975,14.09
3976,14.094
3977,14.097
3978,14.1
3979,14.104
3980,14.107
3981,14.111
3982,14.114
3983,14.117
3984,14.121
3985,14.124
3986,14.127
3987,14.131
3988,14.134
3989,14.137
3990,14.141
3991,14.144
3992,14.147
3993,14.151
3994,14.154
3995,14.158
3996,14.161
3997,14.164
3998,14.168
3999,14.171
4000,14.174
4001,14.178
4002,14.181
4003,14.184
4004,14.188
4005,14.191
4006,14.195
4007,14.198
4008,14.201
4009,14.205
4010,14.208
4011,14.211
4012,14.215
4013,14.218
4014,14.221
4015,14.225
4016,14.228
4017,14.231
4018,14.235
4019,14.238
4020,14.242
4021,14.245
4022,14.248
4023,14.252
4024,14.255
4025,14.258
4026,14.262
4027,14.265
4028,14.268
4029,14.272
4030,14.275
4031,14.278
4032,14.282
4033,14.285
4034,14.289
4035,14.292
4036,14.295
4037,14.299
4038,14.302
4039,14.305
4040,14.309
4041,14.312
4042,14.315
4043,14.319
4044,14.322
4045,14.325
4046,14.329
4047,14.332
4048,14.336
4049,14.339
4050,14.342
4051,14.346
4052,14.349
4053,14.352
4054,14.356
4055,14.359
4056,14.362
4057,14.366
4058,14.369
4059,14.372
4060,14.376
4061,14.379
4062,14.383
4063,14.386
4064,14.389
4065,14.393
4066,14.396
4067,14.399
4068,14.403
4069,14.406
4070,14.409
4071,14.413
4072,14.416
4073,14.419
4074,14.423
4075,14.426
4076,14.43
4077,14.433
4078,14.436
4079,14.438
4080,14.44
4081,14.442
4082,14.443
4083,14.445
4084,14.447
4085,14.448
4086,14.45
4087,14.452
4088,14.453
4089,14.455
4090,14.457
4091,14.459
4092,14.46
4093,14.462
4094,14.464
4095,14.465
4096,14.467
4097,14.469
4098,14.471
4099,14.472
4100,14.474
4101,14.476
4102,14.477
4103,14.479
4104,14.481
4105,14.483
4106,14.484
4107,14.486
4108,14.488
4109,14.489
4110,14.491
4111,14.493
4112,14.494
4113,14.496
4114,14.498
4115,14.5
4116,14.501
4117,14.503
4118,14.505
4119,14.506
4120,14.508
4121,14.51
4122,14.512
4123,14.513
4124,14.515
4125,14.517
4126,14.518
4127,14.52
4128,14.522
4129,14.524
4130,14.525
4131,14.527
4132,14.529
4133,14.53
4134,14.532
4135,14.534
4136,14.535
4137,14.537
4138,14.539
4139,14.541
4140,14.542
